ensembleID,gene_name,cluster,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
ENSG00000102144,PGK1,Macrophages,1.28E-199,0.754378706,0.909,0.599,2.96E-195
ENSG00000185482,STAC3,Macrophages,1.36E-199,0.31577798,0.239,0.05,3.14E-195
ENSG00000106348,IMPDH1,Macrophages,3.34E-198,0.491736987,0.591,0.217,7.71E-194
ENSG00000065911,MTHFD2,Macrophages,6.38E-198,0.425687825,0.442,0.138,1.47E-193
ENSG00000154589,LY96,Macrophages,2.46E-197,0.349040155,0.412,0.121,5.68E-193
ENSG00000125538,IL1B,Macrophages,3.29E-196,0.713098294,0.319,0.084,7.59E-192
ENSG00000116741,RGS2,Macrophages,4.29E-196,0.508518152,0.611,0.232,9.91E-192
ENSG00000173085,COQ2,Macrophages,1.17E-195,0.278470127,0.234,0.049,2.71E-191
ENSG00000049245,VAMP3,Macrophages,1.22E-195,0.397916695,0.417,0.125,2.82E-191
ENSG00000110880,CORO1C,Macrophages,3.90E-195,0.302864086,0.381,0.108,9.00E-191
ENSG00000130340,SNX9,Macrophages,1.32E-194,0.443969742,0.392,0.116,3.04E-190
ENSG00000002549,LAP3,Macrophages,1.59E-193,0.511310497,0.526,0.185,3.67E-189
ENSG00000109046,WSB1,Macrophages,5.51E-193,0.738003256,0.829,0.45,1.27E-188
ENSG00000151466,SCLT1,Macrophages,5.57E-193,0.383779342,0.43,0.132,1.29E-188
ENSG00000120008,WDR11,Macrophages,5.61E-193,0.37000707,0.355,0.098,1.30E-188
ENSG00000171049,FPR2,Macrophages,3.56E-192,0.353642599,0.249,0.056,8.21E-188
ENSG00000005020,SKAP2,Macrophages,5.87E-192,0.437214722,0.543,0.189,1.36E-187
ENSG00000172354,GNB2,Macrophages,6.14E-192,0.677560621,0.879,0.536,1.42E-187
ENSG00000163344,PMVK,Macrophages,6.35E-192,0.385526342,0.371,0.105,1.47E-187
ENSG00000173020,GRK2,Macrophages,7.23E-192,0.610898077,0.812,0.405,1.67E-187
ENSG00000123416,TUBA1B,Macrophages,1.00E-191,0.73912259,0.897,0.575,2.31E-187
ENSG00000034510,TMSB10,Macrophages,1.04E-191,0.554686792,0.997,0.964,2.39E-187
ENSG00000110931,CAMKK2,Macrophages,4.75E-191,0.339668596,0.355,0.098,1.10E-186
ENSG00000137841,PLCB2,Macrophages,1.62E-189,0.510434115,0.621,0.241,3.73E-185
ENSG00000092964,DPYSL2,Macrophages,1.97E-189,0.383965471,0.398,0.118,4.55E-185
ENSG00000136051,WASHC4,Macrophages,3.73E-189,0.489276602,0.56,0.204,8.61E-185
ENSG00000096968,JAK2,Macrophages,1.76E-188,0.389934807,0.449,0.144,4.07E-184
ENSG00000171298,GAA,Macrophages,2.92E-188,0.371447082,0.407,0.122,6.75E-184
ENSG00000119979,DENND10,Macrophages,6.08E-188,0.400573702,0.387,0.114,1.40E-183
ENSG00000187840,EIF4EBP1,Macrophages,6.20E-188,0.398890787,0.456,0.146,1.43E-183
ENSG00000151893,CACUL1,Macrophages,1.02E-187,0.436697838,0.463,0.153,2.35E-183
ENSG00000057608,GDI2,Macrophages,2.39E-187,0.686726198,0.86,0.5,5.52E-183
ENSG00000136167,LCP1,Macrophages,2.95E-187,0.685651964,0.978,0.756,6.81E-183
ENSG00000117410,ATP6V0B,Macrophages,5.67E-187,0.578664377,0.857,0.447,1.31E-182
ENSG00000272449,AL139246.5,Macrophages,4.00E-186,0.383576297,0.321,0.086,9.24E-182
ENSG00000204681,GABBR1,Macrophages,7.90E-186,0.354309658,0.292,0.074,1.82E-181
ENSG00000167552,TUBA1A,Macrophages,1.52E-185,0.705395993,0.869,0.503,3.50E-181
ENSG00000111859,NEDD9,Macrophages,4.09E-185,0.386792491,0.397,0.119,9.44E-181
ENSG00000182247,UBE2E2,Macrophages,4.37E-185,0.261102119,0.236,0.052,1.01E-180
ENSG00000120963,ZNF706,Macrophages,1.01E-184,0.610971889,0.723,0.33,2.34E-180
ENSG00000130429,ARPC1B,Macrophages,1.78E-184,0.485532441,0.982,0.821,4.11E-180
ENSG00000283839,AC096667.1,Macrophages,3.24E-184,0.262770428,0.21,0.043,7.48E-180
ENSG00000184007,PTP4A2,Macrophages,3.94E-184,0.671116503,0.902,0.599,9.10E-180
ENSG00000266028,SRGAP2,Macrophages,2.89E-183,0.341110326,0.332,0.09,6.66E-179
ENSG00000120802,TMPO,Macrophages,1.10E-182,0.638917493,0.679,0.306,2.53E-178
ENSG00000165949,IFI27,Macrophages,1.44E-182,1.679456103,0.153,0.026,3.31E-178
ENSG00000128016,ZFP36,Macrophages,4.43E-182,0.820644286,0.952,0.731,1.02E-177
ENSG00000167461,RAB8A,Macrophages,1.30E-181,0.467935509,0.631,0.253,3.01E-177
ENSG00000251301,LINC02384,Macrophages,1.21E-180,0.261294978,0.189,0.036,2.79E-176
ENSG00000131171,SH3BGRL,Macrophages,1.22E-180,0.641380715,0.85,0.496,2.83E-176
ENSG00000111669,TPI1,Macrophages,2.10E-180,0.638428936,0.928,0.636,4.85E-176
ENSG00000162654,GBP4,Macrophages,5.74E-180,0.583791226,0.534,0.202,1.32E-175
ENSG00000142227,EMP3,Macrophages,1.32E-178,0.750117977,0.975,0.793,3.04E-174
ENSG00000103994,ZNF106,Macrophages,2.38E-178,0.484295568,0.683,0.284,5.51E-174
ENSG00000133313,CNDP2,Macrophages,2.57E-178,0.460318044,0.548,0.202,5.93E-174
ENSG00000244482,LILRA6,Macrophages,1.53E-177,0.326250226,0.297,0.078,3.53E-173
ENSG00000041357,PSMA4,Macrophages,1.94E-177,0.54969853,0.65,0.274,4.47E-173
ENSG00000121064,SCPEP1,Macrophages,7.97E-177,0.422742249,0.519,0.184,1.84E-172
ENSG00000068697,LAPTM4A,Macrophages,1.02E-176,0.535128633,0.632,0.265,2.35E-172
ENSG00000135838,NPL,Macrophages,1.35E-176,0.321346095,0.276,0.069,3.13E-172
ENSG00000111237,VPS29,Macrophages,1.55E-176,0.552449595,0.695,0.309,3.58E-172
ENSG00000005238,FAM214B,Macrophages,1.81E-176,0.316261113,0.265,0.065,4.18E-172
ENSG00000079950,STX7,Macrophages,2.34E-176,0.367039694,0.495,0.171,5.40E-172
ENSG00000150977,RILPL2,Macrophages,8.91E-176,0.468209828,0.668,0.28,2.06E-171
ENSG00000090621,PABPC4,Macrophages,2.89E-174,0.541869848,0.556,0.218,6.68E-170
ENSG00000163041,H3F3A,Macrophages,3.03E-174,0.401185014,0.992,0.907,6.99E-170
ENSG00000116017,ARID3A,Macrophages,6.37E-174,0.327605214,0.295,0.078,1.47E-169
ENSG00000266714,MYO15B,Macrophages,8.94E-174,0.298471385,0.332,0.093,2.06E-169
ENSG00000148926,ADM,Macrophages,9.49E-174,0.284978168,0.173,0.032,2.19E-169
ENSG00000113648,H2AFY,Macrophages,1.81E-173,0.515922362,0.795,0.382,4.17E-169
ENSG00000174004,NRROS,Macrophages,1.92E-173,0.351776525,0.384,0.117,4.44E-169
ENSG00000147065,MSN,Macrophages,4.49E-173,0.629351445,0.941,0.658,1.04E-168
ENSG00000174125,TLR1,Macrophages,1.23E-172,0.306850822,0.287,0.074,2.84E-168
ENSG00000243646,IL10RB,Macrophages,8.63E-172,0.402370734,0.459,0.156,1.99E-167
ENSG00000042753,AP2S1,Macrophages,1.42E-171,0.556006672,0.857,0.432,3.27E-167
ENSG00000221869,CEBPD,Macrophages,1.48E-171,0.3574245,0.737,0.313,3.41E-167
ENSG00000120533,ENY2,Macrophages,2.11E-171,0.543346458,0.743,0.34,4.87E-167
ENSG00000270629,NBPF14,Macrophages,2.65E-171,0.364458009,0.411,0.131,6.12E-167
ENSG00000170581,STAT2,Macrophages,5.00E-171,0.464771358,0.535,0.201,1.15E-166
ENSG00000185507,IRF7,Macrophages,1.42E-170,0.487840379,0.558,0.216,3.27E-166
ENSG00000163694,RBM47,Macrophages,1.55E-170,0.303171777,0.348,0.101,3.57E-166
ENSG00000123338,NCKAP1L,Macrophages,4.77E-170,0.518877596,0.717,0.323,1.10E-165
ENSG00000138439,FAM117B,Macrophages,6.56E-170,0.372354628,0.335,0.097,1.51E-165
ENSG00000185883,ATP6V0C,Macrophages,7.24E-170,0.850066722,0.788,0.55,1.67E-165
ENSG00000052749,RRP12,Macrophages,8.48E-170,0.400082805,0.342,0.101,1.96E-165
ENSG00000118855,MFSD1,Macrophages,1.13E-169,0.299249775,0.55,0.206,2.60E-165
ENSG00000187608,ISG15,Macrophages,2.38E-169,0.699929605,0.643,0.279,5.50E-165
ENSG00000134802,SLC43A3,Macrophages,2.79E-169,0.297235144,0.267,0.067,6.44E-165
ENSG00000162704,ARPC5,Macrophages,5.64E-169,0.555334802,0.927,0.618,1.30E-164
ENSG00000126821,SGPP1,Macrophages,1.78E-168,0.265847022,0.21,0.045,4.11E-164
ENSG00000164975,SNAPC3,Macrophages,2.86E-168,0.29838234,0.253,0.062,6.61E-164
ENSG00000107968,MAP3K8,Macrophages,4.00E-165,0.356635221,0.549,0.204,9.23E-161
ENSG00000140612,SEC11A,Macrophages,3.68E-164,0.553113422,0.802,0.405,8.49E-160
ENSG00000103642,LACTB,Macrophages,4.80E-164,0.341331618,0.387,0.122,1.11E-159
ENSG00000001036,FUCA2,Macrophages,9.51E-164,0.294905848,0.279,0.073,2.20E-159
ENSG00000010610,CD4,Macrophages,3.79E-163,0.452247416,0.622,0.252,8.74E-159
ENSG00000101916,TLR8,Macrophages,8.92E-163,0.25633743,0.223,0.051,2.06E-158
ENSG00000107798,LIPA,Macrophages,5.68E-162,0.567692146,0.464,0.17,1.31E-157
ENSG00000102034,ELF4,Macrophages,5.96E-162,0.338776517,0.344,0.102,1.38E-157
ENSG00000060762,MPC1,Macrophages,1.20E-161,0.387902931,0.481,0.172,2.76E-157
ENSG00000104312,RIPK2,Macrophages,1.89E-161,0.308517838,0.305,0.085,4.37E-157
ENSG00000197321,SVIL,Macrophages,9.53E-161,0.325780476,0.306,0.087,2.20E-156
ENSG00000213064,SFT2D2,Macrophages,1.76E-160,0.397112118,0.457,0.16,4.05E-156
ENSG00000141959,PFKL,Macrophages,1.97E-160,0.469442856,0.592,0.243,4.54E-156
ENSG00000060138,YBX3,Macrophages,2.23E-160,0.361480629,0.566,0.221,5.14E-156
ENSG00000159840,ZYX,Macrophages,2.46E-160,0.482978842,0.898,0.557,5.68E-156
ENSG00000105383,CD33,Macrophages,3.52E-160,0.275948056,0.378,0.117,8.14E-156
ENSG00000005844,ITGAL,Macrophages,1.03E-159,0.493840199,0.73,0.338,2.38E-155
ENSG00000237541,HLA-DQA2,Macrophages,1.44E-159,0.309990743,0.185,0.038,3.32E-155
ENSG00000173110,HSPA6,Macrophages,3.20E-159,0.261524956,0.243,0.06,7.39E-155
ENSG00000005022,SLC25A5,Macrophages,6.27E-159,0.674831718,0.867,0.538,1.45E-154
ENSG00000170909,OSCAR,Macrophages,1.05E-158,0.299938467,0.342,0.102,2.43E-154
ENSG00000132963,POMP,Macrophages,2.44E-158,0.548999892,0.76,0.373,5.64E-154
ENSG00000136603,SKIL,Macrophages,3.42E-158,0.299001735,0.252,0.064,7.90E-154
ENSG00000034152,MAP2K3,Macrophages,4.82E-158,0.412101294,0.566,0.228,1.11E-153
ENSG00000127666,TICAM1,Macrophages,7.26E-158,0.282337111,0.25,0.063,1.68E-153
ENSG00000100055,CYTH4,Macrophages,1.03E-157,0.455166939,0.638,0.273,2.37E-153
ENSG00000162734,PEA15,Macrophages,1.13E-157,0.361702111,0.342,0.105,2.60E-153
ENSG00000167613,LAIR1,Macrophages,3.78E-157,0.439267925,0.521,0.199,8.74E-153
ENSG00000105963,ADAP1,Macrophages,3.92E-157,0.298617235,0.342,0.102,9.05E-153
ENSG00000100599,RIN3,Macrophages,5.41E-157,0.466716647,0.678,0.3,1.25E-152
ENSG00000100387,RBX1,Macrophages,5.85E-157,0.54950298,0.804,0.424,1.35E-152
ENSG00000162645,GBP2,Macrophages,7.00E-157,0.676884634,0.667,0.322,1.62E-152
ENSG00000115525,ST3GAL5,Macrophages,1.82E-156,0.325274793,0.292,0.081,4.20E-152
ENSG00000133106,EPSTI1,Macrophages,1.91E-156,0.416258415,0.444,0.157,4.41E-152
ENSG00000182117,NOP10,Macrophages,1.05E-155,0.560038421,0.792,0.409,2.44E-151
ENSG00000095015,MAP3K1,Macrophages,4.17E-155,0.41602705,0.598,0.245,9.64E-151
ENSG00000124831,LRRFIP1,Macrophages,6.66E-155,0.608435425,0.911,0.612,1.54E-150
ENSG00000103811,CTSH,Macrophages,8.08E-155,0.448435811,0.576,0.23,1.87E-150
ENSG00000156515,HK1,Macrophages,1.27E-154,0.38985672,0.555,0.22,2.94E-150
ENSG00000123728,RAP2C,Macrophages,1.36E-154,0.324437376,0.3,0.085,3.13E-150
ENSG00000135441,BLOC1S1,Macrophages,1.70E-154,0.545472749,0.868,0.506,3.92E-150
ENSG00000135930,EIF4E2,Macrophages,7.29E-154,0.431241501,0.581,0.234,1.68E-149
ENSG00000250479,CHCHD10,Macrophages,7.46E-154,0.625626398,0.695,0.341,1.72E-149
ENSG00000137575,SDCBP,Macrophages,1.86E-153,0.408925038,0.761,0.353,4.29E-149
ENSG00000111729,CLEC4A,Macrophages,5.37E-153,0.288504749,0.349,0.107,1.24E-148
ENSG00000151151,IPMK,Macrophages,6.03E-153,0.286648077,0.277,0.076,1.39E-148
ENSG00000114978,MOB1A,Macrophages,1.45E-152,0.511079805,0.801,0.41,3.35E-148
ENSG00000138172,CALHM2,Macrophages,5.16E-152,0.366001817,0.359,0.115,1.19E-147
ENSG00000122591,FAM126A,Macrophages,6.55E-152,0.263694666,0.245,0.062,1.51E-147
ENSG00000147443,DOK2,Macrophages,8.54E-152,0.536289003,0.755,0.382,1.97E-147
ENSG00000136286,MYO1G,Macrophages,1.23E-151,0.543320427,0.832,0.452,2.85E-147
ENSG00000196369,SRGAP2B,Macrophages,1.26E-151,0.251735673,0.218,0.052,2.91E-147
ENSG00000171115,GIMAP8,Macrophages,2.77E-151,0.352601567,0.418,0.143,6.39E-147
ENSG00000173153,ESRRA,Macrophages,6.80E-151,0.275878754,0.25,0.065,1.57E-146
ENSG00000159720,ATP6V0D1,Macrophages,1.02E-150,0.383431406,0.752,0.341,2.37E-146
ENSG00000107263,RAPGEF1,Macrophages,1.26E-150,0.365564089,0.451,0.16,2.91E-146
ENSG00000166484,MAPK7,Macrophages,1.68E-150,0.258434171,0.226,0.055,3.88E-146
ENSG00000150540,HNMT,Macrophages,2.40E-150,0.318561117,0.305,0.089,5.53E-146
ENSG00000133961,NUMB,Macrophages,2.41E-150,0.36935634,0.526,0.203,5.57E-146
ENSG00000177556,ATOX1,Macrophages,4.44E-150,0.497099763,0.566,0.235,1.02E-145
ENSG00000143376,SNX27,Macrophages,5.52E-150,0.332086022,0.456,0.163,1.28E-145
ENSG00000112531,QKI,Macrophages,9.70E-150,0.361414052,0.582,0.237,2.24E-145
ENSG00000113163,CERT1,Macrophages,3.02E-149,0.32999618,0.357,0.113,6.98E-145
ENSG00000110697,PITPNM1,Macrophages,6.52E-149,0.316835295,0.346,0.108,1.50E-144
ENSG00000110665,C11orf21,Macrophages,2.40E-148,0.336666973,0.429,0.149,5.54E-144
ENSG00000205302,SNX2,Macrophages,9.34E-148,0.413517953,0.631,0.271,2.16E-143
ENSG00000119705,SLIRP,Macrophages,1.40E-147,0.450512706,0.531,0.211,3.22E-143
ENSG00000167565,SERTAD3,Macrophages,3.05E-147,0.274057214,0.282,0.079,7.05E-143
ENSG00000099308,MAST3,Macrophages,7.50E-147,0.33473609,0.323,0.099,1.73E-142
ENSG00000213533,STIMATE,Macrophages,8.28E-147,0.257094429,0.242,0.062,1.91E-142
ENSG00000155307,SAMSN1,Macrophages,1.69E-146,0.450987718,0.509,0.202,3.89E-142
ENSG00000135596,MICAL1,Macrophages,1.71E-146,0.374465009,0.45,0.164,3.95E-142
ENSG00000176973,FAM89B,Macrophages,2.32E-146,0.3870036,0.405,0.141,5.35E-142
ENSG00000175482,POLD4,Macrophages,2.85E-146,0.623536549,0.797,0.457,6.59E-142
ENSG00000108622,ICAM2,Macrophages,2.97E-146,0.43536714,0.688,0.316,6.85E-142
ENSG00000203705,TATDN3,Macrophages,8.80E-146,0.281388467,0.242,0.063,2.03E-141
ENSG00000147813,NAPRT,Macrophages,1.14E-145,0.363677041,0.417,0.146,2.63E-141
ENSG00000131236,CAP1,Macrophages,1.74E-145,0.552972345,0.927,0.651,4.01E-141
ENSG00000102032,RENBP,Macrophages,2.62E-145,0.290517698,0.279,0.079,6.05E-141
ENSG00000121691,CAT,Macrophages,5.69E-145,0.451474488,0.545,0.225,1.31E-140
ENSG00000132359,RAP1GAP2,Macrophages,1.65E-144,0.309780412,0.377,0.124,3.80E-140
ENSG00000177731,FLII,Macrophages,4.45E-144,0.399742488,0.591,0.25,1.03E-139
ENSG00000197943,PLCG2,Macrophages,4.59E-144,0.253452746,0.35,0.11,1.06E-139
ENSG00000141968,VAV1,Macrophages,4.64E-144,0.360952651,0.463,0.172,1.07E-139
ENSG00000171206,TRIM8,Macrophages,1.26E-143,0.388379784,0.51,0.2,2.92E-139
ENSG00000131446,MGAT1,Macrophages,2.30E-143,0.478968688,0.686,0.323,5.31E-139
ENSG00000089041,P2RX7,Macrophages,2.79E-143,0.283170182,0.241,0.063,6.45E-139
ENSG00000197329,PELI1,Macrophages,3.48E-143,0.412292028,0.424,0.154,8.03E-139
ENSG00000105058,FAM32A,Macrophages,4.06E-143,0.414506655,0.545,0.224,9.38E-139
ENSG00000144909,OSBPL11,Macrophages,3.01E-142,0.261842788,0.332,0.103,6.95E-138
ENSG00000198830,HMGN2,Macrophages,3.24E-142,0.588999096,0.905,0.629,7.48E-138
ENSG00000116691,MIIP,Macrophages,4.33E-142,0.344072366,0.464,0.171,9.99E-138
ENSG00000198909,MAP3K3,Macrophages,8.88E-142,0.318513788,0.49,0.186,2.05E-137
ENSG00000092531,SNAP23,Macrophages,1.24E-141,0.32530667,0.58,0.245,2.87E-137
ENSG00000103335,PIEZO1,Macrophages,1.28E-141,0.373657464,0.402,0.142,2.96E-137
ENSG00000126709,IFI6,Macrophages,8.68E-141,0.645993744,0.612,0.282,2.00E-136
ENSG00000150753,CCT5,Macrophages,4.87E-140,0.470129162,0.646,0.296,1.13E-135
ENSG00000164951,PDP1,Macrophages,7.32E-140,0.313614278,0.266,0.075,1.69E-135
ENSG00000105953,OGDH,Macrophages,8.02E-140,0.377100726,0.478,0.183,1.85E-135
ENSG00000115355,CCDC88A,Macrophages,9.23E-140,0.307486287,0.429,0.153,2.13E-135
ENSG00000065882,TBC1D1,Macrophages,4.77E-139,0.352425355,0.492,0.19,1.10E-134
ENSG00000127314,RAP1B,Macrophages,5.24E-139,0.370797344,0.903,0.609,1.21E-134
ENSG00000135940,COX5B,Macrophages,7.37E-139,0.527826607,0.932,0.658,1.70E-134
ENSG00000137364,TPMT,Macrophages,8.73E-138,0.291603011,0.26,0.073,2.02E-133
ENSG00000213722,DDAH2,Macrophages,8.86E-138,0.325338731,0.342,0.111,2.05E-133
ENSG00000160796,NBEAL2,Macrophages,9.35E-138,0.352564955,0.528,0.211,2.16E-133
ENSG00000197555,SIPA1L1,Macrophages,1.64E-137,0.319923659,0.324,0.103,3.78E-133
ENSG00000117450,PRDX1,Macrophages,2.22E-137,0.58993075,0.763,0.414,5.12E-133
ENSG00000152818,UTRN,Macrophages,9.97E-137,0.43086706,0.73,0.363,2.30E-132
ENSG00000147202,DIAPH2,Macrophages,1.25E-136,0.292622484,0.357,0.118,2.88E-132
ENSG00000099940,SNAP29,Macrophages,4.38E-136,0.281550247,0.382,0.131,1.01E-131
ENSG00000138801,PAPSS1,Macrophages,1.00E-135,0.314036512,0.354,0.118,2.31E-131
ENSG00000161618,ALDH16A1,Macrophages,6.56E-135,0.306918819,0.355,0.118,1.52E-130
ENSG00000188186,LAMTOR4,Macrophages,1.26E-134,0.454842736,0.93,0.617,2.92E-130
ENSG00000177885,GRB2,Macrophages,2.21E-134,0.458340779,0.85,0.481,5.10E-130
ENSG00000165025,SYK,Macrophages,2.43E-134,0.27216508,0.563,0.223,5.62E-130
ENSG00000110442,COMMD9,Macrophages,3.72E-134,0.316741193,0.451,0.167,8.60E-130
ENSG00000131389,SLC6A6,Macrophages,4.60E-134,0.284429155,0.33,0.107,1.06E-129
ENSG00000067836,ROGDI,Macrophages,5.50E-134,0.268954012,0.302,0.093,1.27E-129
ENSG00000213246,SUPT4H1,Macrophages,2.99E-133,0.447781753,0.676,0.325,6.92E-129
ENSG00000240065,PSMB9,Macrophages,3.44E-133,0.574244597,0.909,0.639,7.95E-129
ENSG00000146066,HIGD2A,Macrophages,5.57E-133,0.551349517,0.903,0.629,1.29E-128
ENSG00000130313,PGLS,Macrophages,1.05E-132,0.528973564,0.723,0.381,2.43E-128
ENSG00000130309,COLGALT1,Macrophages,9.48E-132,0.283170103,0.34,0.112,2.19E-127
ENSG00000187446,CHP1,Macrophages,1.55E-131,0.289291348,0.421,0.153,3.58E-127
ENSG00000010256,UQCRC1,Macrophages,1.59E-131,0.431715983,0.707,0.336,3.67E-127
ENSG00000115956,PLEK,Macrophages,2.18E-131,0.413095084,0.843,0.442,5.03E-127
ENSG00000123066,MED13L,Macrophages,5.52E-131,0.335489425,0.486,0.192,1.28E-126
ENSG00000164032,H2AFZ,Macrophages,6.23E-131,0.546845148,0.812,0.496,1.44E-126
ENSG00000129255,MPDU1,Macrophages,8.29E-131,0.302873326,0.364,0.124,1.91E-126
ENSG00000143549,TPM3,Macrophages,2.12E-130,0.445183365,0.972,0.804,4.89E-126
ENSG00000144635,DYNC1LI1,Macrophages,2.57E-130,0.33493253,0.384,0.136,5.93E-126
ENSG00000180628,PCGF5,Macrophages,2.57E-130,0.355195189,0.527,0.218,5.93E-126
ENSG00000136238,RAC1,Macrophages,3.53E-130,0.433543542,0.887,0.531,8.15E-126
ENSG00000051523,CYBA,Macrophages,4.31E-130,0.537036866,0.973,0.865,9.95E-126
ENSG00000130560,UBAC1,Macrophages,5.70E-130,0.291854458,0.365,0.125,1.32E-125
ENSG00000100906,NFKBIA,Macrophages,2.43E-129,0.641875234,0.842,0.564,5.62E-125
ENSG00000269821,KCNQ1OT1,Macrophages,5.99E-129,0.250302737,0.188,0.045,1.38E-124
ENSG00000110955,ATP5F1B,Macrophages,1.00E-128,0.553766375,0.883,0.603,2.32E-124
ENSG00000070961,ATP2B1,Macrophages,1.17E-128,0.3470606,0.519,0.213,2.71E-124
ENSG00000131174,COX7B,Macrophages,5.94E-128,0.513223423,0.79,0.443,1.37E-123
ENSG00000156587,UBE2L6,Macrophages,6.57E-128,0.521861043,0.76,0.416,1.52E-123
ENSG00000138964,PARVG,Macrophages,1.52E-126,0.399215781,0.695,0.333,3.52E-122
ENSG00000084234,APLP2,Macrophages,3.20E-126,0.252939069,0.73,0.326,7.40E-122
ENSG00000068079,IFI35,Macrophages,5.68E-126,0.377157387,0.522,0.217,1.31E-121
ENSG00000165752,STK32C,Macrophages,5.85E-126,0.267976445,0.233,0.064,1.35E-121
ENSG00000170525,PFKFB3,Macrophages,1.49E-125,0.283168289,0.265,0.08,3.45E-121
ENSG00000110395,CBL,Macrophages,2.08E-125,0.296846839,0.404,0.149,4.79E-121
ENSG00000219200,RNASEK,Macrophages,2.34E-125,0.444301926,0.942,0.726,5.40E-121
ENSG00000099331,MYO9B,Macrophages,6.02E-125,0.356649431,0.64,0.29,1.39E-120
ENSG00000068366,ACSL4,Macrophages,6.36E-125,0.279884919,0.341,0.115,1.47E-120
ENSG00000155957,TMBIM4,Macrophages,7.43E-125,0.482857615,0.767,0.427,1.72E-120
ENSG00000115232,ITGA4,Macrophages,8.91E-125,0.487029668,0.797,0.451,2.06E-120
ENSG00000059728,MXD1,Macrophages,1.88E-124,0.26236045,0.404,0.149,4.34E-120
ENSG00000108774,RAB5C,Macrophages,4.73E-124,0.435638359,0.763,0.404,1.09E-119
ENSG00000090013,BLVRB,Macrophages,1.89E-123,0.260232547,0.622,0.26,4.36E-119
ENSG00000101347,SAMHD1,Macrophages,2.07E-123,0.509394161,0.933,0.632,4.77E-119
ENSG00000100300,TSPO,Macrophages,3.81E-123,0.357588691,0.936,0.621,8.79E-119
ENSG00000126267,COX6B1,Macrophages,1.13E-122,0.507321477,0.946,0.71,2.61E-118
ENSG00000109323,MANBA,Macrophages,1.68E-122,0.309371643,0.449,0.175,3.88E-118
ENSG00000106785,TRIM14,Macrophages,5.97E-122,0.295274194,0.352,0.123,1.38E-117
ENSG00000176340,COX8A,Macrophages,6.40E-122,0.494649025,0.914,0.613,1.48E-117
ENSG00000082212,ME2,Macrophages,7.12E-122,0.326581569,0.421,0.16,1.64E-117
ENSG00000163154,TNFAIP8L2,Macrophages,7.72E-122,0.286023427,0.395,0.145,1.78E-117
ENSG00000204257,HLA-DMA,Macrophages,7.94E-122,0.388940463,0.589,0.261,1.83E-117
ENSG00000168010,ATG16L2,Macrophages,8.53E-122,0.359550717,0.586,0.26,1.97E-117
ENSG00000164830,OXR1,Macrophages,3.53E-121,0.29603796,0.37,0.133,8.16E-117
ENSG00000115310,RTN4,Macrophages,3.61E-121,0.418437646,0.735,0.378,8.33E-117
ENSG00000160570,DEDD2,Macrophages,6.19E-121,0.325843225,0.419,0.159,1.43E-116
ENSG00000138071,ACTR2,Macrophages,3.98E-120,0.458778785,0.889,0.564,9.19E-116
ENSG00000108788,MLX,Macrophages,8.47E-120,0.353141533,0.521,0.222,1.96E-115
ENSG00000273136,NBPF26,Macrophages,2.30E-119,0.413319867,0.524,0.226,5.31E-115
ENSG00000272325,NUDT3,Macrophages,2.50E-119,0.299112427,0.49,0.199,5.77E-115
ENSG00000090339,ICAM1,Macrophages,2.77E-119,0.256221961,0.27,0.084,6.41E-115
ENSG00000162924,REL,Macrophages,5.08E-119,0.382195625,0.641,0.3,1.17E-114
ENSG00000123131,PRDX4,Macrophages,6.96E-119,0.275061902,0.317,0.106,1.61E-114
ENSG00000100697,DICER1,Macrophages,9.36E-119,0.317471715,0.449,0.179,2.16E-114
ENSG00000171522,PTGER4,Macrophages,1.26E-118,0.402909014,0.451,0.182,2.91E-114
ENSG00000122705,CLTA,Macrophages,2.52E-118,0.388143918,0.728,0.366,5.82E-114
ENSG00000104774,MAN2B1,Macrophages,7.69E-118,0.357750739,0.611,0.277,1.78E-113
ENSG00000169919,GUSB,Macrophages,8.13E-118,0.319484022,0.407,0.155,1.88E-113
ENSG00000089006,SNX5,Macrophages,1.25E-117,0.338137638,0.521,0.221,2.89E-113
ENSG00000067082,KLF6,Macrophages,1.78E-116,0.513518506,0.919,0.643,4.10E-112
ENSG00000101294,HM13,Macrophages,3.56E-116,0.394347134,0.687,0.342,8.23E-112
ENSG00000196498,NCOR2,Macrophages,7.20E-116,0.2922332,0.434,0.17,1.66E-111
ENSG00000155090,KLF10,Macrophages,7.45E-116,0.341509287,0.452,0.184,1.72E-111
ENSG00000129235,TXNDC17,Macrophages,7.67E-116,0.323767257,0.517,0.22,1.77E-111
ENSG00000116586,LAMTOR2,Macrophages,7.69E-116,0.356005153,0.603,0.272,1.78E-111
ENSG00000047365,ARAP2,Macrophages,7.93E-116,0.272998833,0.461,0.183,1.83E-111
ENSG00000159228,CBR1,Macrophages,9.67E-116,0.324294773,0.401,0.153,2.23E-111
ENSG00000123609,NMI,Macrophages,8.50E-115,0.302482707,0.444,0.177,1.96E-110
ENSG00000027697,IFNGR1,Macrophages,2.07E-114,0.311163075,0.571,0.251,4.79E-110
ENSG00000101265,RASSF2,Macrophages,2.77E-114,0.285271478,0.469,0.191,6.39E-110
ENSG00000019169,MARCO,Macrophages,2.97E-114,0.38207736,0.184,0.048,6.85E-110
